instance,n,m,algo,seed,cost,lb,time,error
pace-exact/exact010.gr,30,235,ins,0,16,,0.007788658142089844,
pace-exact/exact010.gr,30,235,ins,1,16,,0.0009665489196777344,
pace-exact/exact008.gr,30,172,kapoce,0,81,,4.7844133377075195,
pace-exact/exact007.gr,30,147,certiflip,0,86,84.19883393956262,7.198157787322998,
pace-exact/exact010.gr,30,235,flip,0,16,,0.029062986373901367,
pace-exact/exact010.gr,30,235,flip,1,16,,0.03351163864135742,
pace-exact/exact010.gr,30,235,flip,2,16,,0.04242372512817383,
pace-exact/exact010.gr,30,235,certiflip,0,16,16.0,0.12424325942993164,
pace-exact/exact010.gr,30,235,lb:greedy,0,,16.0,0.007882833480834961,
pace-exact/exact010.gr,30,235,lb:tri-mwu,0,,16.0,0.03584098815917969,
pace-exact/exact011.gr,30,291,pivot,0,193,,0.0001049041748046875,
pace-exact/exact011.gr,30,291,pivot,1,97,,8.225440979003906e-05,
pace-exact/exact011.gr,30,291,pivot,2,93,,6.508827209472656e-05,
pace-exact/exact010.gr,30,235,ins,2,16,,1.0004510879516602,
pace-exact/exact011.gr,30,291,pivot50,1,97,,0.0013244152069091797,
pace-exact/exact011.gr,30,291,pivot50,2,93,,0.005826234817504883,
pace-exact/exact011.gr,30,291,vote,0,81,,0.0002892017364501953,
pace-exact/exact011.gr,30,291,vote,1,81,,0.00011920928955078125,
pace-exact/exact011.gr,30,291,vote,2,81,,9.72747802734375e-05,
pace-exact/exact011.gr,30,291,louvain,0,81,,0.00038552284240722656,
pace-exact/exact011.gr,30,291,louvain,1,81,,0.0004189014434814453,
pace-exact/exact011.gr,30,291,louvain,2,81,,0.0004534721374511719,
pace-exact/exact011.gr,30,291,pivot50,0,95,,0.7706615924835205,
pace-exact/exact011.gr,30,291,leiden,0,81,,0.8659136295318604,
pace-exact/exact011.gr,30,291,leiden,2,81,,0.0019752979278564453,
pace-exact/exact011.gr,30,291,mfp,0,256,,0.0406193733215332,
pace-exact/exact011.gr,30,291,mfp,1,163,,0.0028498172760009766,
pace-exact/exact011.gr,30,291,mfp,2,227,,0.002411365509033203,
pace-exact/exact011.gr,30,291,ins,0,81,,0.0009367465972900391,
pace-exact/exact011.gr,30,291,ins,1,81,,0.0008428096771240234,
pace-exact/exact011.gr,30,291,ins,2,81,,0.0007929801940917969,
pace-exact/exact011.gr,30,291,flip,0,81,,0.03617548942565918,
pace-exact/exact011.gr,30,291,flip,1,81,,0.03288102149963379,
pace-exact/exact011.gr,30,291,flip,2,81,,0.033289194107055664,
pace-exact/exact011.gr,30,291,leiden,1,81,,0.9684004783630371,
pace-exact/exact009.gr,30,175,kapoce,0,90,,5.012603759765625,
pace-exact/exact011.gr,30,291,lb:greedy,0,,66.0,0.007818222045898438,
pace-exact/exact011.gr,30,291,lb:tri-mwu,0,,80.57042253521126,0.030068635940551758,
pace-exact/exact012.gr,40,283,pivot,0,212,,8.893013000488281e-05,
pace-exact/exact012.gr,40,283,pivot,1,208,,4.482269287109375e-05,
pace-exact/exact011.gr,30,291,certiflip,0,81,81.0,1.0067789554595947,
pace-exact/exact012.gr,40,283,pivot50,0,170,,0.0012917518615722656,
pace-exact/exact012.gr,40,283,pivot50,1,169,,0.001177072525024414,
pace-exact/exact012.gr,40,283,pivot50,2,175,,0.0011551380157470703,
pace-exact/exact012.gr,40,283,vote,0,137,,0.00010180473327636719,
pace-exact/exact012.gr,40,283,vote,1,137,,0.00015234947204589844,
pace-exact/exact012.gr,40,283,vote,2,137,,0.00011372566223144531,
pace-exact/exact012.gr,40,283,louvain,0,137,,0.00042819976806640625,
pace-exact/exact012.gr,40,283,louvain,1,137,,0.0003941059112548828,
pace-exact/exact012.gr,40,283,louvain,2,137,,0.0003192424774169922,
pace-exact/exact012.gr,40,283,pivot,2,195,,0.7350995540618896,
pace-exact/exact010.gr,30,235,kapoce,0,16,,3.85803484916687,
pace-exact/exact012.gr,40,283,leiden,0,137,,1.0125958919525146,
pace-exact/exact012.gr,40,283,mfp,0,310,,0.009281158447265625,
pace-exact/exact012.gr,40,283,mfp,1,311,,0.0016548633575439453,
pace-exact/exact012.gr,40,283,mfp,2,294,,0.0016977787017822266,
pace-exact/exact012.gr,40,283,ins,0,137,,0.001577138900756836,
pace-exact/exact012.gr,40,283,ins,1,137,,0.0010073184967041016,
pace-exact/exact012.gr,40,283,ins,2,137,,0.005239248275756836,
pace-exact/exact012.gr,40,283,flip,0,137,,0.05151247978210449,
pace-exact/exact012.gr,40,283,flip,1,137,,0.04711747169494629,
pace-exact/exact012.gr,40,283,flip,2,137,,0.0550992488861084,
pace-exact/exact012.gr,40,283,leiden,1,137,,1.05031156539917,
pace-exact/exact012.gr,40,283,leiden,2,137,,1.067835807800293,
pace-exact/exact012.gr,40,283,lb:greedy,0,,113.0,0.024963855743408203,
pace-exact/exact012.gr,40,283,lb:tri-mwu,0,,132.37857142857143,0.02227020263671875,
pace-exact/exact013.gr,40,297,pivot,0,259,,0.00010395050048828125,
pace-exact/exact013.gr,40,297,pivot,1,205,,6.413459777832031e-05,
pace-exact/exact013.gr,40,297,pivot,2,227,,4.172325134277344e-05,
pace-exact/exact013.gr,40,297,pivot50,0,209,,0.0011637210845947266,
pace-exact/exact013.gr,40,297,pivot50,1,205,,0.0012476444244384766,
pace-exact/exact013.gr,40,297,pivot50,2,203,,0.001142263412475586,
pace-exact/exact013.gr,40,297,vote,0,187,,0.00011301040649414062,
pace-exact/exact013.gr,40,297,vote,1,185,,0.00010180473327636719,
pace-exact/exact013.gr,40,297,vote,2,181,,0.00011992454528808594,
pace-exact/exact013.gr,40,297,louvain,0,187,,0.0004410743713378906,
pace-exact/exact013.gr,40,297,louvain,1,185,,0.0004074573516845703,
pace-exact/exact012.gr,40,283,certiflip,0,137,136.9999999999999,1.4171390533447266,
pace-exact/exact013.gr,40,297,louvain,2,181,,0.7018587589263916,
pace-exact/exact013.gr,40,297,leiden,0,185,,0.8126802444458008,
pace-exact/exact013.gr,40,297,leiden,2,181,,0.004907131195068359,
pace-exact/exact013.gr,40,297,mfp,0,326,,0.009413480758666992,
pace-exact/exact013.gr,40,297,mfp,1,354,,0.0016183853149414062,
pace-exact/exact013.gr,40,297,mfp,2,311,,0.0016846656799316406,
pace-exact/exact013.gr,40,297,ins,0,182,,0.0014944076538085938,
pace-exact/exact013.gr,40,297,ins,1,183,,0.0012421607971191406,
pace-exact/exact013.gr,40,297,ins,2,182,,0.0013501644134521484,
pace-exact/exact013.gr,40,297,flip,0,181,,0.025115251541137695,
pace-exact/exact013.gr,40,297,flip,1,182,,0.05463814735412598,
pace-exact/exact013.gr,40,297,flip,2,181,,0.041060447692871094,
pace-exact/exact013.gr,40,297,leiden,1,185,,0.8552916049957275,
pace-exact/exact011.gr,30,291,kapoce,0,81,,5.582383632659912,
pace-exact/exact013.gr,40,297,lb:greedy,0,,131.0,0.03195929527282715,
pace-exact/exact013.gr,40,297,lb:tri-mwu,0,,148.06296296296296,0.022641658782958984,
pace-exact/exact014.gr,40,311,pivot,0,112,,0.00011587142944335938,
pace-exact/exact014.gr,40,311,pivot,1,178,,5.6743621826171875e-05,
pace-exact/exact014.gr,40,311,pivot,2,204,,5.2928924560546875e-05,
pace-exact/exact014.gr,40,311,pivot50,0,79,,0.0011034011840820312,
pace-exact/exact014.gr,40,311,pivot50,1,94,,0.00276947021484375,
pace-exact/exact014.gr,40,311,pivot50,2,79,,0.0011563301086425781,
pace-exact/exact014.gr,40,311,vote,0,79,,0.004866600036621094,
pace-exact/exact014.gr,40,311,vote,1,79,,0.00014519691467285156,
pace-exact/exact014.gr,40,311,vote,2,79,,0.00011205673217773438,
pace-exact/exact014.gr,40,311,louvain,0,79,,0.011467456817626953,
pace-exact/exact014.gr,40,311,louvain,1,79,,0.00037932395935058594,
pace-exact/exact014.gr,40,311,louvain,2,79,,0.0003504753112792969,
